row_id,content-评论内容,theme-主题,sentiment_word-情感关键词,sentiment_anls-情感正负面
6064,封闭厨房闷了一夜 死的不多 而且没死绝 还有蟑螂,NULL;NULL;,不多;封闭;,0;1;
6065,一直用这个牌子的，可是这一次的质量感觉不太好，有点粗糙，不柔软，有点失望,感觉;NULL;NULL;NULL;,不太好;失望;不柔软;粗糙;,-1;-1;-1;-1;
6066,估计还不错。。。。。,NULL;,不错;,1;
6067,蓝玻璃太假了，做工很差。,蓝玻璃;做工;,太假;很差;,-1;-1;
6068,抢购的，先不说书的质量了。付款一个星期以后才给发货的，问了几天客服，每天都说明天给我确认一下，然后就没有然后了。我都准备退款了，突然发现给我发货了。。这店家真能磨叽！这一个星是给邮政快递的！,店家;,磨叽;,-1;
6069,风力太小，给老人用还可以，给成年人用明显小了,NULL;NULL;,明显;还可以;,0;1;
6070,还可以把,NULL;,还可以;,1;
6071,是真品！好评！,NULL;NULL;,真品;好评;,1;1;
6072,不好，装不下我的&hellip;&hellip;&hellip;不舒服,NULL;NULL;,不好;不舒服;,-1;-1;
6073,还不错，用着挺好，没问题,NULL;用着;,不错;挺好;,1;1;
6074,音质一般，功能还挺多的&hellip;&hellip;,功能;音质;,挺多;一般;,1;0;
6075,老人满意  很不错！！[追评],NULL;NULL;,不错;满意;,1;1;
6076,很满意，安装师傅也细心。终于让服务了十一年的松下退役了，有点舍不得。,安装师傅;NULL;,细心;满意;,1;1;
6077,这个有点鸡肋了，不方便，，，，,NULL;NULL;,鸡肋;不方便;,-1;-1;
6078,已经安装好了，首先感谢快递小哥和安装师傅，这么大热天的来安装，给五星好评，等用几天再来追评,安装;,好;,1;
6079,乐乐乐乐乐乐乐乐,,,
6080,冷藏的效果一般，但是静音效果确实不错，感觉挺值的,效果;静音效果;,一般;不错;,0;1;
6081,外形小巧，使用和储存方便，适合小户型，吸力不够强,储存;NULL;吸力;外形;,方便;适合;不够强;小巧;,1;1;-1;1;
6082,香味特别特别浓，但挺重的，不是我喜欢的那种淡雅香气,香气;NULL;NULL;,淡雅;不是喜欢;挺重;,1;-1;1;
6083,一点用都没有，电死老子了,,,
6084,吃着还可以，日期大，就快过期了。不知道吃了能有什么好，，，就这样买了,NULL;NULL;NULL;NULL;,过期;快;还可以;好;,-1;1;1;1;
6085,还不错,NULL;,不错;,1;
6086,一般般！！凑合,NULL;NULL;,一般般;凑合;,0;0;
6087,还可以吧，用了头发稍微好一点，可能要长期使用吧,NULL;,还可以;,1;
6088,[追评]套餐一有充电宝呀，我怎么没有收到，为了充电宝拍的套餐一的，怎么没有啊？,,,
6089,商品描述有误差,,,
6090,很满意，价格又实惠！,价格;NULL;,实惠;满意;,1;1;
6091,刚开始声音不大，用了几天之后声音变大多了,,,
6092,老牌子就是好用，之前图便宜买了个别的牌子，用了一个星期不到，就坏了。荣事达的机器还是非常好用的。声音真小。而且洗的多。之前每天都要洗，现在3天一洗就可以了。,NULL;图;机器;洗;老牌子;,坏;便宜;好用;可以;好用;,-1;1;1;1;1;
6093,味道还行吧，凑合着吃吧。,味道;,还行;,1;
6094,价格很实惠哦，以前经常挺朋友说过这个牌子的，还不错,NULL;价格;,不错;实惠;,1;1;
6095,太垃圾了，既然是破的给我发过来，希望大家不要来这里买东西，太不付责任了,NULL;NULL;,破;垃圾;,-1;-1;
6096,很方便，京东物流确实不错,物流;NULL;,不错;方便;,1;1;
6097,电视买回来已安装完毕，超清晰哦，大爱?[追评],NULL;NULL;,清晰;大爱;,1;1;
6098,鞋子好丑，实话，果然便宜货没好的,NULL;鞋子;,没便宜货;好丑;,1;-1;
6099,很一般&hellip;没用,NULL;,一般;,0;
6100,还没有用，就是感觉油有点多！,,,
6101,可以，不过现在宝宝都摔坏了,NULL;,可以;,1;
6102,CC踩踩踩踩踩踩踩踩踩踩踩踩CC错错错,NULL;,错;,-1;
6103,还可以，马马虎虎,NULL;NULL;,马马虎虎;还可以;,0;1;
6104,味道还可以，就是有点咸脆的感觉。,感觉;味道;,脆;还可以;,1;1;
6105,挺好的，很喜欢，很划算，[追评],NULL;NULL;NULL;,挺好;喜欢;划算;,1;1;1;
6106,真的一颗星都不想给，不好。用两次脸上就长痘痘了。,NULL;,不好;,-1;
6107,这个双瓶的精华， 香味极其刺鼻， 跟以前国外买的和国内天猫旗舰店买的味道完全不一样，另外包装也很粗糙。200%的假货，后悔不应该贪便宜！！！,NULL;NULL;香味;包装;,假货;后悔;刺鼻;粗糙;,-1;-1;-1;-1;
6108,要的黒的给白的，昨天贴的也没摔第二天裂开啦不好,NULL;NULL;,不好;没裂开;,-1;1;
6109,还不错，就是贵了点。,NULL;NULL;,不错;贵;,1;-1;
6110,勉强可以吧，太重了&hellip;,NULL;NULL;,可以;太重;,1;-1;
6111,还不错，可以,NULL;NULL;,不错;可以;,1;1;
6112,快递速度太慢，而且图上可以取的哪个东西就没有见着,快递速度;图;,慢;可以;,-1;1;
6113,太差了:小到只能贴半边脸,NULL;,太差;,-1;
6114,风扇还不错，风力合适，也比较安静。99大洋值了</br>里面包装一般，像是二次销售的；扇匡有小部分掉漆，应该是搬运时不小心造成的。,风扇;NULL;风力;包装;,不错;安静;合适;一般;,1;1;1;0;
6115,东西不好，一次没用就坏了。,NULL;东西;,坏;不好;,-1;-1;
6116,此用户无语了,用户;,无语;,-1;
6117,整体感觉还是不错，就是块头太大，充电宝自行充电太慢!,充电;整体感觉;,慢;不错;,-1;1;
6118,货收了，还可以，一百多块钱这个样子已经很好了,样子;NULL;,很好;还可以;,1;1;
6119,很好下次再买 不错的很 哈哈哈,NULL;NULL;,不错;很好;,1;1;
6120,一般般，出水量不大。没给发票。,NULL;,一般般;,0;
6121,什么玩意儿，一点不管用，蟑螂倒是吸引出大量，就是吃不死！！,NULL;,不管用;,-1;
6122,垃圾衣服 ，便宜没好货,衣服;NULL;,垃圾;便宜没好货;,-1;-1;
6123,到手一拉拉链就坏了，我还能说什么,拉链;,坏;,-1;
6124,好好好好好好好好好,NULL;,好;,1;
6125,用了过敏，建议不要购买。,NULL;,过敏;,-1;
6126,服务态度超级差什么亲子装还发两个颜色一样的叫退货还不给地址,服务态度;,差;,-1;
6127,不错，挺好的，就是底座支架看着不结实,看着;NULL;NULL;,不结实;不错;挺好;,-1;1;1;
6128,你家的这本书好贵啊。几家对比一下，这是最贵的，当时没好好挑选一下。,书;NULL;,好;贵;,1;-1;
6129,好用！洗过脸！清香的味道！舒服！,NULL;味道;NULL;,舒服;清香;好用;,1;1;1;
6130,很满意 。手感较一代不知道好多少，就是现在不能用分屏，，哎,手感;NULL;,好;满意;,1;1;
6131,很满意 挺不错的 是正品,NULL;NULL;NULL;,正品;不错;满意;,1;1;1;
6132,正品，之前在香港买过，用着与在香港买一样好！,NULL;用着;,正品;好;,1;1;
6133,包装盒很旧，打开盒子封条是开的，盖子里有膏体，明显被动过！,包装盒;NULL;,很旧;明显;,-1;0;
6134,给别人买的，说还好！,NULL;,还好;,1;
6135,很好，很好................下次降价再买,NULL;,很好;,1;
6136,很满意，卖家当天发的货，物流很快，质量也很不错，感觉性价比挺高的,质量;性价比;物流;NULL;,不错;挺高;很快;满意;,1;1;1;1;
6137,包装好简单啊！不过这次有纸质发票，好点奇怪喔！不是全部改成电子发票了吗？,NULL;包装;NULL;NULL;,奇怪;好;简单;好点;,-1;1;1;1;
6138,女儿超喜欢的，谢谢老板快递员,NULL;,喜欢;,1;
6139,[追评]物流快，质量很好，服务态度好,质量;服务态度;物流;,很好;好;快;,1;1;1;
6140,东东收到很-般，一分价钱一分货。,,,
6141,线还可以，就是有点细,线;,还可以;,1;
6142,好很好用配送也快就是门上有点小缺陷,配送;NULL;NULL;NULL;,快;缺陷;很好;好;,1;1;1;1;
6143,还行吧  就是有点不好看,NULL;NULL;,不好;还行;,-1;1;
6144,面膜看着包装还不错，而且日期很新，快递员服务很好,包装;NULL;服务;,不错;很新;很好;,1;1;1;
6145,之前买过的，效果没觉得，一般吧，就是怎么瓶子变小啦,NULL;,一般;,0;
6146,1.东西明年8 9月份过期 2.东西擦在脸上不吸收 居然起泥,NULL;,过期;,-1;
6147,以前从来不去评价，不知道浪费多少积分，自从积分可以抵现金的时候，才知道积分的重要。后来我就把这段话复制了，走到哪，复制到哪，即能赚积分，还非常省事；又健康又快乐么么哒。,NULL;NULL;NULL;NULL;NULL;NULL;,浪费;省事;快乐;么么哒;可以;健康;,-1;1;1;1;1;1;
6148,这次购买东西有点失望，刚买回去的东西一开始没注意在洗衣机洗衣服时不断排水，还没几天，所以就申请换货，结果京东联系的是美的维修部上门鉴定，维修。最后排查的结果是洗衣机包装的泡沫不知道怎么进入到洗衣机里面了导致洗衣服时不断地排水。结果因为不是洗衣机的质量问题，收了我五十块服务费。真亏了我买了两年维修延长，还有购买意外险。维修还得必需出示纸质发票，那电子发票有毛用。网购几年，第一次给差评。,NULL;东西;维修;,差评;失望;亏了;,-1;-1;-1;
6149,味道很喜歡 包裝也很精美 但是沒幾天商品就降價了50塊 無語了。。。,包;,精美;,1;
6150,买到手就出现了故障，现在用不了了。,,,
6151,真心不能贪便宜，电池装不紧，一不小心就会掉，这样就关机了。老火得很，便宜了嘛，就不退了！麻烦,NULL;NULL;,麻烦;便宜;,-1;1;
6152,今天都不知几个差评了，东西都是用了一段时间才评的，比较贴近现实，这个膜用一段时间会自动出现裂纹，明显是次货价格不低,价格;NULL;NULL;NULL;膜;,不低;次货;差评;明显;裂纹;,1;-1;-1;0;-1;
6153,东芝的这个真不好，插上卡只用两天，就不读卡了，郁闷啊，真坑呀，这是我用的第二个东芝了，都是用两天就坏了，东芝真是垃圾总的战斗机呀！！！！！！！！！！,NULL;NULL;NULL;东芝;东芝;NULL;,坑;郁闷;坏;不好;垃圾;卡;,-1;-1;-1;-1;-1;-1;
6154,还行吧 用了几天呢,NULL;,还行;,1;
6155,老年人用挺合适,NULL;,合适;,1;
6156,小朋友很喜欢玩，质量也很好,质量;NULL;,很好;喜欢;,1;1;
6157,差评  太难喝  茶色是红色的，跟以往大益专卖店的味道不一样！物流也慢  。,NULL;NULL;物流;,难喝;差评;慢;,-1;-1;-1;
6158,书是回来了，自己去取的，快递员也没给送连个电话回来三天了，都没打，啥意思啊？,,,
6159,东西是正品，好大一瓶，味道很好闻，很温和，不会刺激皮肤！,NULL;味道;东西;NULL;,温和;很好;正品;好大;,1;1;1;-1;
6160,不错，手机很漂亮，拍照效果不错。,手机;效果;NULL;,漂亮;不错;不错;,1;1;1;
6161,给孩子买的，感觉还可以吧,感觉;,还可以;,1;
6162,线短了点，其他还行。,线;NULL;,短;还行;,-1;1;
6163,试用了一段时间，不错，性价比高,NULL;性价比;,不错;高;,1;1;
6164,不错，快递就是快，,快递;NULL;,快;不错;,1;1;
6165,我要的是玫红色   发的这是什么颜色,,,
6166,不知道有没有效,,,
6167,不错，挺好看的！,NULL;NULL;,不错;挺好;,1;1;
6168,这是一个坑，第一天用，车配充电有问题，充电发热，经常死机，重新买了一个车充，就可以用了，然后就是坑的百度导航，开在路上，说连接网络失败，我擦，我在路上去那找网络，然后是高德地图，不能定位,NULL;充电;导航;NULL;网络;,坑;有问题;坑;可以;失败;,-1;-1;-1;1;-1;
6169,发货太慢了，鞋子挺不错的,发货;鞋子;,慢;不错;,-1;1;
6170,不错，屏幕清晰度挺不错的,NULL;清晰度;,不错;不错;,1;1;
6171,大小不合适，宽度不够，进深长了,NULL;大小;,长;不合适;,1;-1;
6172,一片味道都没有，什么加糖奶粉，根本就是骗人的，谁买谁上当,,,
6173,赠品，没用过，冬天马上过去了  ,,,
6174,覆盖率不怎么样的！！！！！！！！！,覆盖率;,不怎么样;,-1;
6175,送货上门，还问要不要帮我装，我选择了自己装比较称心点，用着还行，不过有一个问题，那按键很难按！是怎么回事，没有回弹感，是我的个案还是都这样？我按还行，我奶奶基本很难使用&hellip;,用着;NULL;NULL;,还行;称心;还行;,1;1;1;
6176,老三洋用了六年了&hellip;&hellip;添一台，换着用&hellip;&hellip;,,,
6177,也太稀了啊！！和以前用的小瓶装截然不同，极有可能是假货！！！！,NULL;NULL;,假货;太稀;,-1;-1;
6178,使用很方便,使用;,方便;,1;
6179,收到了，还没有试用，不过是发了一个旧的过来非常不爽,NULL;,不爽;,-1;
6180,k6666666666666,,,
6181,不错，价格也实惠，很满意,NULL;价格;NULL;,不错;实惠;满意;,1;1;1;
6182,差差差！球太轻做工不好 快递慢,做工;快递;球;,不好;慢;轻;,-1;-1;1;
6183,物流慢，过年可以理解。但问题是我买的是增强版，发货的是标准版。,NULL;物流;NULL;,可以;慢;理解;,1;-1;1;
6184,挺好的，和照片描述差不多[追评],描述;NULL;,差不多;挺好;,0;1;
6185,物美价廉，京东购物好。,NULL;购物;,物美价廉;好;,1;1;
6186,一颗星都不想给，垃圾货，这也太差了，只能在田里干活的时候带着。,NULL;货;,太差;垃圾;,-1;-1;
6187,还不错?速度快哈哈哈哈,NULL;速度;,不错;快;,1;1;
6188,给快递小哥的，不解释&hellip;&hellip;,,,
6189,买手机新配的，格式化了只有58G，只能说够用,NULL;手机;,够用;新;,1;1;
6190,醒酒器有点小气泡，看上去比较廉价，但还算不错,NULL;看上去;,不错;廉价;,1;1;
6191,刚到手充了一下午都没满  充一会儿就灭了  再重插充一会儿又灭了 好像不太好用 ,NULL;NULL;,不太好;重;,-1;-1;
6192,没牌子的产品，包装高大上。,包装;,高大上;,1;
6193,真完美.真好快递真快,NULL;NULL;快递;,真好;完美;真快;,1;1;1;
6194,电脑很棒，反应，质量各方面都很好，客服服务超级棒，服务周到。值得购买[追评],客服服务;购买;各方面;电脑;服务;,棒;值得;很好;很棒;周到;,1;1;1;1;1;
6195,电视可以，就是我家机顶盒信号质量不行不清楚,NULL;质量;电视;,不清楚;不行;可以;,-1;-1;1;
6196,一般般，性价比不高，,NULL;性价比;,一般般;不高;,0;0;
6197,是全新原装！效果非常完美！价位也不高！下次再来！[追评],价位;效果;原装;,不高;完美;全新;,0;1;1;
6198,电视外观大气，色彩也可以！就是客服服务是怎么回事，本来很心仪，31号要拍，咨询问题很久才回答，半夜了实在等不了尊贵的客服解答，就想先睡觉，第二天再拍。第二天早上六点准备拍，一看价格上涨200元。按理说东西也算物超所值，可是就因为客服问题让我多花200还是感觉很吃亏。可家里又急需，也喜欢，只能多花钱！真是无语！,外观;NULL;色彩;感觉;NULL;问题;东西;,大气;无语;可以;吃亏;喜欢;很久;物超所值;,1;-1;1;-1;1;-1;1;
6199,质量还不错哦,质量;,不错;,1;
6200,给妈妈买的，妈妈觉得很好用。,觉得;,很好;,1;
6201,给妈妈买的，说非常好,NULL;,好;,1;
6202,你敢用你的人格担保这不是翻新机吗、？京东快递小哥果然说的没错 非京东自营  还是要思考一下。希望后来者能有帮助。再说一遍 这是我的真实感受。,NULL;感受;NULL;,有帮助;真实;不是敢用;,1;1;-1;
